,name,rgg,RGG_length,charge_RGG,lambda_RGG,NCPR_RGG,SCD_RGG,SHD_RGG,tad,TAD_length,charge_TAD,lambda_TAD,NCPR_TAD,SCD_TAD,SHD_TAD,Average_lambda,Min_lambda,Average_sigma,Average_charge,Opposite_Charge_Number,Average_NCPR,Charge_Complementarity,Total_Length,Average_Interaction,Average_SCD,Average_Aromatics,Average_SHD,B22_corr1_log10,B22_corr2_log10,B22_corr2_log10_no_pos,B22,Corrected_B22_Hummer,Corrected_B22_Ganguly
10,A0A286YF58_2_1__Q15424_178_193,A0A286YF58_2_1,50,20,27.4737450797547,0.4,14.79429508618363,3.8597303611746288,Q15424_178_193,16,-4,4.6707022312623705,-0.25,0.900131074079928,1.3653189802004917,0.4206968955244961,0.29191888945389816,19.029,8.0,80,0.07500000000000001,4.0,66,-0.6498056968119776,7.847213080131779,0.0,2.6125246706875602,3.82899701305511,3.8024593834253047,3.8024593834253047,-5045.16047220514,-6745.233885159823,-6345.405539941632
11,A0A2R8Y4L2_2_1__Q96T25_390_410,A0A2R8Y4L2_2_1,38,3,25.942361190476042,0.07894736842105263,0.25177598628824893,4.392581407487589,Q96T25_390_410,21,-2,7.748989448572286,-0.09523809523809523,-0.20041740055999874,1.9463933042015213,0.5258466065449522,0.3689994975510612,16.049,0.5,6,-0.008145363408521303,-1.5,59,-0.7060870417397168,0.025679292864125097,0.0,3.1694873558445553,2.96117106851575,2.6263394174493335,2.6263394174493335,-327.4243066617114,-914.4733814311418,-422.9990747795513
12,A0A494C030_1_1__O75461_149_164,A0A494C030_1_1,17,4,10.797907534982587,0.23529411764705882,0.8246346143188777,3.096907640813,O75461_149_164,16,-5,4.287330394450935,-0.3125,1.300645383481018,1.2527058329346692,0.45156459056137366,0.26795814965318343,9.176,-0.5,20,-0.03860294117647059,-3.5,33,-0.6220908844758695,1.062639998899948,0.0,2.1748067368738346,3.0939614430902194,2.8334602707504213,2.8334602707504213,-612.8102411164873,-1241.542077891349,-681.4912290725274
13,A1L390_9_1__Q9NZI6_129_144,A1L390_9_1,14,2,6.346012462188421,0.14285714285714285,-0.21064119170755685,2.132690296343719,Q9NZI6_129_144,16,-2,7.242108826938298,-0.125,-0.037846954716499306,2.1289495089416413,0.4529592030628369,0.45263180168364364,8.443,0.0,4,0.008928571428571425,-2.0,30,-0.623133376762183,-0.12424407321202807,0.0,2.1308199026426804,2.698646923916284,1.5285076889255487,1.5285076889255487,-47.47219661789675,-499.6281782408388,-33.76818270450555
14,A2A288_4_1__Q9NPC7_200_216,A2A288_4_1,21,2,9.735273150460188,0.09523809523809523,0.07520855840978866,2.4137368634434893,Q9NPC7_200_216,17,-4,5.868759743598487,-0.23529411764705882,0.8976851485266242,1.6886939007859876,0.40440279856217287,0.3452211613881463,10.758,-1.0,8,-0.0700280112044818,-1.0,38,-0.5914961101588007,0.48644685346820643,0.0,2.0512153821147385,2.863007510112965,2.042294913208186,2.042294913208186,-83.47086841706061,-729.4701246346743,-110.22875778936127
15,A2RUQ5_1_1__O15156_301_316,A2RUQ5_1_1,16,3,8.57191724703182,0.1875,0.39861263241459177,2.5536907041625763,O15156_301_316,16,-7,4.142384671180834,-0.4375,2.880482859903405,1.2508865838261565,0.39732193494414547,0.25889904194880214,8.89,-2.0,21,-0.125,-1.0,32,-0.5368847762533056,1.6395477461589985,0.0,1.9022886439943663,3.0850105833315737,2.721954650482787,2.721954650482787,-453.5896355314435,-1216.215638270304,-527.1748103632746
16,A2RUQ5_1_1__Q9H0W7_191_210,A2RUQ5_1_1,16,3,8.57191724703182,0.1875,0.39861263241459177,2.5536907041625763,Q9H0W7_191_210,20,-3,7.308288985652105,-0.15,0.2729783281728102,1.9053567277769023,0.450579638611047,0.36541444928260525,10.233,0.0,9,0.018750000000000003,-3.0,36,-0.6421663435310846,0.335795480293701,0.0,2.2295237159697394,2.8369733288891488,1.9996745210253526,1.9996745210253526,-116.23821058792404,-687.0262467177183,-99.92508377271822
17,A4D2H0_6_1__O14545_278_293,A4D2H0_6_1,29,-2,13.471054583065301,-0.06896551724137931,-0.15664807055714622,2.7943519331538584,O14545_278_293,16,-2,5.8131832339645335,-0.125,0.027809969623430228,1.6581213026953576,0.4139215378383796,0.36332395212278334,12.516,-2.0,-4,-0.09698275862068965,2.0,45,-0.5543423524811562,-0.064419050466858,0.0,2.226236617924608,2.691838351882981,0.7244682676505593,1.9800577913533701,54.86893714396827,-491.8564284411633,95.51196748713787
18,A4GXA9_1_1__Q9H2P0_829_854,A4GXA9_1_1,16,4,9.719809261547622,0.25,0.829288853277746,2.9313904910176243,Q9H2P0_829_854,26,-5,7.759535691810685,-0.19230769230769232,0.3565012348239836,1.7511508818122365,0.45296587965049173,0.2984436804542571,12.099,-0.5,20,0.02884615384615384,-3.5,42,-0.6542900572313334,0.5928950440508648,0.0,2.3412706864149304,3.073718577866612,2.8772436714897727,2.8772436714897727,-646.3729739396039,-1185.0006208042273,-753.7783708113875
19,A4IF30_2_1__Q8NF99_19_34,A4IF30_2_1,14,3,7.7230550833847245,0.21428571428571427,0.344887651767585,2.5177991316408175,Q8NF99_19_34,16,-4,5.828537179099284,-0.25,0.8369641499994684,1.7803990116126416,0.45796518268202135,0.36428357369370523,8.713000000000001,-0.5,12,-0.017857142857142863,-2.5,30,-0.6994052245709926,0.5909259008835267,0.0,2.1490990716267295,2.9921106407266334,2.793201477256947,2.793201477256947,-523.3378405486678,-981.9980846811228,-621.1571337009418
20,A6H8Y1_1_2__Q66K89_756_771,A6H8Y1_1_2,35,12,15.972687617668162,0.34285714285714286,5.2137134400835965,2.9318748236279926,Q66K89_756_771,16,-5,5.040824213677566,-0.3125,1.3357438668141741,1.5203254893807119,0.38570700835839766,0.3150515133548479,14.947,3.5,60,0.01517857142857143,-1.5,51,-0.5861271548106796,3.2747286534488853,0.0,2.2261001565043523,3.4872929608458745,3.3801148234345786,3.3801148234345786,-2008.5326021010346,-3071.092948617982,-2399.4672320527366
21,A6NDE4_5_2__P37231_218_235,A6NDE4_5_2,19,5,10.088205015935058,0.2631578947368421,1.4413052840988996,2.7345121615103287,P37231_218_235,18,-3,5.146799777099316,-0.16666666666666666,0.05368838552640994,1.4875415989843128,0.4084457398416931,0.285933320949962,10.724,1.0,15,0.04824561403508772,-2.0,37,-0.6143999585965059,0.7474968348126547,0.0,2.1110268802473207,3.009474363159171,2.657987360648535,2.657987360648535,-394.58674081784915,-1022.0552258695521,-454.9748187422887
22,A6NEL2_2_1__Q14494_171_187,A6NEL2_2_1,16,2,6.8065640491448685,0.125,-0.05398145657226709,2.0972051515833536,Q14494_171_187,17,-4,6.9835456227864485,-0.23529411764705882,0.8384293388283135,2.0827440687860723,0.4181035272059668,0.4107968013403793,9.484,-1.0,8,-0.05514705882352941,-1.0,33,-0.6318269993167985,0.3922239411280232,0.0,2.089974610184713,2.8049045468310516,2.3638698444492077,2.3638698444492077,-217.82899568098622,-638.1232182844021,-231.1371981516789
23,A6NFC9_3_1__Q9Y2K1_320_347,A6NFC9_3_1,16,1,8.9284523868671,0.0625,-0.07391723835509997,2.661074879601053,Q9Y2K1_320_347,28,-1,9.807308115717465,-0.03571428571428571,-0.8540745400265023,2.06674007541278,0.4541446391559802,0.3502610041327666,12.754999999999999,0.0,1,0.013392857142857144,-1.0,44,-0.6662638295496899,-0.46399588919080115,0.0,2.3639074775069164,2.6394651890825944,0.9048171907227667,0.9048171907227667,10.083931713154161,-435.97861669041794,-8.031879619644467
24,A6NFR6_3_1__Q9H2S9_288_304,A6NFR6_3_1,15,5,7.715799173017033,0.3333333333333333,1.4424792512241649,2.384341860996344,Q9H2S9_288_304,17,-4,6.8324203527287395,-0.23529411764705882,0.759971941447121,1.9373296726249118,0.4581468455533738,0.4019070795722788,9.18,0.5,20,0.04901960784313725,-3.5,32,-0.6724194176555686,1.101225596335643,0.0,2.160835766810628,3.087971218970254,2.842337414196188,2.842337414196188,-572.8539427285075,-1224.5350456955866,-695.5645091030074
25,A6NGD5_2_1__O95935_239_254,A6NGD5_2_1,19,4,8.93129862219377,0.21052631578947367,0.54014086854589,2.4216697701045558,O95935_239_254,16,-2,5.706999966275881,-0.125,-0.27390741778296135,1.7231338702471186,0.4133779232143784,0.3566874978922426,10.123000000000001,1.0,8,0.042763157894736836,-1.0,35,-0.6185220610297644,0.13311672538146435,0.0,2.072401820175837,2.908035709606396,2.5001901659793595,2.5001901659793595,-275.45449783994593,-809.162429344357,-316.36626404796067
26,A6NHQ2_1_1__Q16665_70_85,A6NHQ2_1_1,31,3,19.330754713325128,0.0967741935483871,0.33770167321751676,3.8860361869382873,Q16665_70_85,16,-3,4.718956740649673,-0.1875,-0.6880387244860197,1.373057667300573,0.4592537644892559,0.29493479629060454,12.405999999999997,0.0,9,-0.04536290322580645,-3.0,47,-0.5836164105552568,-0.17516852563425145,0.0,2.62954692711943,2.781708476500678,2.4600308432447124,2.4600308432447124,-256.2335687638921,-604.9346714013352,-288.42363319970434
27,A6NHQ2_1_2__O75132_34_49,A6NHQ2_1_2,38,8,21.65533323530081,0.21052631578947367,2.6258614923914263,3.71096827779424,O75132_34_49,16,-4,5.488749698467052,-0.25,0.8358709793324589,1.630341472417024,0.4564620232784218,0.3430468561541907,14.826,2.0,32,-0.019736842105263164,-2.0,54,-0.6309406601799077,1.7308662358619427,0.0,2.670654875105632,3.264779432454784,3.078630843070103,3.078630843070103,-1008.5772979104113,-1839.837355753663,-1198.480143668738
28,A6NIX2_1_1__Q9BUG6_80_97,A6NIX2_1_1,32,5,16.12238232379042,0.15625,0.7632537039362823,3.0235204140993455,Q9BUG6_80_97,18,-2,8.242910432743843,-0.1111111111111111,0.04654012999064556,2.3433076857522672,0.4808819580521098,0.45793946848576905,13.993999999999998,1.5,10,0.022569444444444448,-0.5,50,-0.6853570511976373,0.40489691696346397,0.0,2.6834140499258066,2.968402802615449,2.453593269822185,2.453593269822185,-253.02801662127703,-929.8283909908972,-284.17984289202616
29,A6NIX2_1_1__Q9P016_65_80,A6NIX2_1_1,32,5,16.12238232379042,0.15625,0.7632537039362823,3.0235204140993455,Q9P016_65_80,16,-1,6.022604393630017,-0.0625,-0.4097979082478082,1.7676982057464181,0.4401186111101633,0.37641277460187605,13.270999999999999,2.0,5,0.046875,1.0,48,-0.6016373714709923,0.17672789784423706,0.0,2.395609309922882,2.7843732441170204,2.3845376191789125,2.3845376191789125,-190.6639455424242,-608.6578731697857,-242.40279280580398
30,A6NIX2_1_2__P18850_57_75,A6NIX2_1_2,31,4,13.928183704126026,0.12903225806451613,0.4427752555450179,2.764029300154018,P18850_57_75,19,-7,8.291912851337104,-0.3684210526315789,2.913985591995527,2.2114452277147287,0.442856357190021,0.43641646585984756,14.062000000000001,-1.5,28,-0.1196943972835314,-2.5,50,-0.6516398959437453,1.6783804237702724,0.0,2.487737263934373,3.2869341161826346,3.1990130140368396,3.1990130140368396,-1309.5558814334606,-1936.128225021143,-1581.2954235440086
31,A6NIX2_1_2__Q15911_2569_2585,A6NIX2_1_2,31,4,13.928183704126026,0.12903225806451613,0.4427752555450179,2.764029300154018,Q15911_2569_2585,17,-2,8.106813166628118,-0.11764705882352941,0.15563243006262298,2.384408254696744,0.4630838056315124,0.4492962485201944,13.348,1.0,8,0.005692599620493358,-1.0,48,-0.651053811227276,0.29920384280382045,0.0,2.574218777425381,2.880545077135407,2.4873762812095057,2.4873762812095057,-245.06360189036317,-759.5302532142799,-307.16822011631336
32,A6NJB7_5_1__O14948_55_81,A6NJB7_5_1,19,2,9.842208892095828,0.10526315789473684,0.1392500690033995,2.5820918895858065,O14948_55_81,27,-8,9.40967667940871,-0.2962962962962963,3.126589988838311,2.087669540799623,0.43325876900131854,0.34850654368180406,13.171999999999997,-3.0,16,-0.09551656920077972,1.0,46,-0.647577331068037,1.6329200289208552,0.0,2.334880715192715,2.9786996214027925,2.564183229586962,2.564183229586962,-284.9997493842268,-952.1373929930927,-366.5922079069384
33,A6NKL6_5_1__P17029_224_243,A6NKL6_5_1,37,1,17.30226868629083,0.02702702702702703,-0.3266023087046458,2.99640038620772,P17029_224_243,20,-3,7.852523540525546,-0.15,0.20318570047397216,2.0093616454353764,0.43012753021977146,0.3926261770262773,16.345,-1.0,3,-0.06148648648648648,0.0,57,-0.6427544747404323,-0.061708304115336815,0.0,2.502881015821548,2.808815530316595,2.1609592277982026,2.1609592277982026,-137.89743481393958,-643.8957081201145,-144.86358471063932
34,A6NKL6_5_1__Q14938_129_144,A6NKL6_5_1,37,1,17.30226868629083,0.02702702702702703,-0.3266023087046458,2.99640038620772,Q14938_129_144,16,-1,7.57785062898201,-0.0625,-0.09118398917387444,2.29761679169639,0.4706222738623207,0.4676288834132657,15.240000000000002,0.0,1,-0.017736486486486486,-1.0,53,-0.7069408136125322,-0.20889314893926011,0.0,2.6470085889520547,2.7382428999799098,1.051493050196106,1.051493050196106,-7.505755909614196,-547.3219933315306,-11.258824518001315
35,A6NMD0_1_1__Q9NZI7_144_160,A6NMD0_1_1,21,3,11.239950623002283,0.14285714285714285,0.3042592020118428,2.837617482853855,Q9NZI7_144_160,17,-3,7.57467703568356,-0.17647058823529413,0.4319726629339107,2.2070490070136826,0.49040249067282016,0.44556923739315063,11.056999999999999,0.0,9,-0.01680672268907564,-3.0,38,-0.7475319252115,0.3681159324728768,0.0,2.522333244933769,2.8781736025740203,2.2077113389516816,2.2077113389516816,-129.05611551782584,-755.3941245651241,-161.32859030881576
36,A6NMZ7_2_1__Q8IY51_20_35,A6NMZ7_2_1,24,3,11.013970395684854,0.125,0.15900435556628476,2.552275882124033,Q8IY51_20_35,16,-3,5.345024793036773,-0.1875,0.4179352475642533,1.5612042322495443,0.3964897413591669,0.3340640495647983,11.079,0.0,9,-0.03125,-3.0,40,-0.5293066581758038,0.288469801565269,0.0,2.0567400571867887,2.7925203843086224,2.1460804660936716,2.1460804660936716,-114.67217195636788,-620.1837522905605,-139.9846662175107
37,A6NMZ7_2_1__Q8TCN5_361_378,A6NMZ7_2_1,24,3,11.013970395684854,0.125,0.15900435556628476,2.552275882124033,Q8TCN5_361_378,18,-5,6.423448683641376,-0.2777777777777778,1.2344217713309253,1.6962535487603754,0.40788684667791714,0.35685826020229866,11.677,-1.0,15,-0.0763888888888889,-2.0,42,-0.5512507884468836,0.6967130634486051,0.0,2.1242647154422043,2.913457390940612,2.429614097140909,2.429614097140909,-249.7649398441716,-819.3272342348567,-268.91442378755585
38,A6NMZ7_2_1__Q99607_95_115,A6NMZ7_2_1,24,3,11.013970395684854,0.125,0.15900435556628476,2.552275882124033,Q99607_95_115,21,-4,7.639135627503431,-0.19047619047619047,0.649616210594707,1.9290722913119123,0.41134189818399236,0.3637683632144491,12.564,-0.5,12,-0.03273809523809523,-2.5,45,-0.556986060512713,0.4043102830804959,0.0,2.2406740867179726,2.9180132421848115,2.591194650626753,2.591194650626753,-307.39912242932013,-827.967409094795,-390.1167977034722
39,A6NN90_2_1__A8MUZ8_109_125,A6NN90_2_1,16,3,6.498258563491568,0.1875,0.11889541172827388,2.022183854514667,A8MUZ8_109_125,17,-6,6.410675681084614,-0.35294117647058826,2.0016361553584896,1.8140913079885455,0.39161986484689426,0.3770985694755655,9.481000000000002,-1.5,18,-0.08272058823529413,-1.5,33,-0.5777840912766317,1.0602657835433817,0.0,1.9181375812516062,3.0414069882607255,2.8991645928916836,2.8991645928916836,-674.4615293850245,-1100.036228118229,-792.8017367989811
40,A6NN90_2_1__P18583_144_161,A6NN90_2_1,16,3,6.498258563491568,0.1875,0.11889541172827388,2.022183854514667,P18583_144_161,18,-6,6.314420922443756,-0.3333333333333333,2.1262967116143288,1.822555543766697,0.37847116128810476,0.3508011623579865,9.812000000000001,-1.5,18,-0.07291666666666666,-1.5,34,-0.5696735645128581,1.1225960616713013,0.0,1.922369699140682,2.995718374778817,2.750269081001959,2.750269081001959,-468.1558500342286,-990.18963231047,-562.68984965784
41,A6NNA2_2_1__Q66K89_756_771,A6NNA2_2_1,15,4,8.543823533843078,0.26666666666666666,0.8261533348360005,2.741413294389736,Q66K89_756_771,16,-5,5.040824213677566,-0.3125,1.3357438668141741,1.5203254893807119,0.44231987447219323,0.3150515133548479,8.943,-0.5,20,-0.02291666666666667,-3.5,31,-0.6668808778221164,1.0809486008250873,0.0,2.130869391885224,3.0200307468168885,2.6839285328715916,2.6839285328715916,-436.8328125763486,-1047.2026844048764,-482.97931683674767
42,A6NNA2_2_1__Q6P1N0_24_44,A6NNA2_2_1,15,4,8.543823533843078,0.26666666666666666,0.8261533348360005,2.741413294389736,Q6P1N0_24_44,21,-7,7.184936006057415,-0.3333333333333333,2.5898852605313047,1.8088608755822075,0.4558640227008982,0.34213980981225783,10.302,-1.5,28,-0.033333333333333326,-2.5,36,-0.6713352559191297,1.7080192976836526,0.0,2.2751370849859716,3.2766834640164997,3.078130812311527,3.078130812311527,-1042.1490159589464,-1890.9648845430834,-1197.1010516011586
43,A7E2V4_11_1__P31629_257_274,A7E2V4_11_1,18,-1,9.109376715266155,-0.05555555555555555,-0.1257335668367516,2.562904043551685,P31629_257_274,18,-5,5.465874502913382,-0.2777777777777778,1.1324329062496825,1.5529391876220988,0.40486808939387603,0.30365969460629905,9.924,-3.0,-5,-0.16666666666666669,3.0,36,-0.5233685846913051,0.5033496697064654,0.0,2.057921615586892,2.6223405407108262,0.7244682676505593,1.5514076380671025,25.266813963202072,-419.1220799697761,35.5965278418976
44,A7E2V4_11_1__Q9UL68_831_848,A7E2V4_11_1,18,-1,9.109376715266155,-0.05555555555555555,-0.1257335668367516,2.562904043551685,Q9UL68_831_848,18,-7,4.991462266936016,-0.3888888888888889,2.7001218854765,1.33623930759152,0.39168997172783804,0.2773034592742231,9.985,-4.0,-7,-0.2222222222222222,4.0,36,-0.5128583789337499,1.2871941593198741,0.0,1.9495716755716024,2.539482418365319,0.7244682676505593,1.9848386351388287,105.2630111309425,-346.323864022792,96.56920033519334
45,A8CG34_1_1__O43147_959_978,A8CG34_1_1,14,2,7.57831424938949,0.14285714285714285,0.06915134179061908,2.5302265328606937,O43147_959_978,20,-2,9.402401581760534,-0.1,-0.0654642087035399,2.4634174065442513,0.5057141198793523,0.4701200790880267,9.779,0.0,4,0.021428571428571422,-2.0,34,-0.7315209702217448,0.0018435665435395862,0.0,2.4968219697024727,2.773002840569662,2.0300009694013155,2.0300009694013155,-77.06707955613795,-592.9292027116985,-107.15216970096105
46,A8MVW0_4_1__P37231_405_421,A8MVW0_4_1,18,4,8.949057413770467,0.2222222222222222,0.6370218484083836,2.566080780969322,P37231_405_421,17,-4,6.556248317821133,-0.23529411764705882,0.5605056892578668,1.8506325141538917,0.4414157610373829,0.3856616657541843,9.965,0.0,16,-0.006535947712418305,-4.0,35,-0.6564504772241185,0.5987637688331252,0.0,2.2083566475616068,2.955562989339359,2.5432965904831883,2.5432965904831883,-330.46835785229985,-902.7406299551483,-349.3788335032143
47,A8MXQ7_1_1__Q17RP2_334_357,A8MXQ7_1_1,20,3,9.00978579239468,0.15,-0.1152038544410535,2.398730504672611,Q17RP2_334_357,24,-4,7.510406478461918,-0.16666666666666666,0.17900652414735063,1.6866066839979783,0.3817114464444903,0.3129336032692466,12.77,-0.5,12,-0.008333333333333331,-2.5,44,-0.5870722382984132,0.03190133485314857,0.0,2.0426685943352947,2.9240141123866352,2.2364735821924695,2.2364735821924695,-186.58297226167775,-839.4872651906004,-172.37472335867145
48,A8MZ25_1_1__Q15596_110_127,A8MZ25_1_1,16,3,7.822747292563747,0.1875,0.1877831393005184,2.3650154546776383,Q15596_110_127,18,-3,7.541626851227748,-0.16666666666666666,0.42194686697434314,2.033067466919306,0.4539504876489434,0.41897926951265263,9.544999999999998,0.0,9,0.010416666666666671,-3.0,34,-0.6246129242500148,0.30486500313743076,0.0,2.199041460798472,2.8538562815506676,2.3264163559825226,2.3264163559825226,-176.18071834700646,-714.259921240752,-212.03929714439082
49,B1AL88_5_1__Q96JM2_381_397,B1AL88_5_1,12,2,5.570265922102095,0.16666666666666666,-0.03973672740885131,1.8848789426254562,Q96JM2_381_397,17,-6,5.772817116907095,-0.35294117647058826,1.8311786736353404,1.607866873276393,0.40188315215348225,0.33957747746512323,8.083,-2.0,12,-0.0931372549019608,0.0,29,-0.5186434143207203,0.8957209731132445,0.0,1.7463729079509247,2.9105568901340484,2.5351689628231484,2.5351689628231484,-304.96042045950327,-813.8734666420157,-342.901166735997
50,B1AL88_5_1__Q99814_104_121,B1AL88_5_1,12,2,5.570265922102095,0.16666666666666666,-0.03973672740885131,1.8848789426254562,Q99814_104_121,18,-2,8.883332946599134,-0.1111111111111111,-0.10745826918909279,2.4736395955550825,0.4788536619375633,0.46418882684184126,8.474,0.0,4,0.027777777777777776,-2.0,30,-0.6428377155003581,-0.07359749829897205,0.0,2.1792592690902692,2.7742782717853376,2.349275750415403,2.349275750415403,-185.07352660527746,-594.6730700470454,-223.49908548128207
51,B2RXF0_2_1__O15391_19_38,B2RXF0_2_1,15,6,8.276160124669822,0.4,1.788973149561297,2.570929502948062,O15391_19_38,20,-6,7.161243072330095,-0.3,2.027919951987317,1.8649885285766046,0.4549030809639131,0.35806215361650473,10.091,0.0,36,0.05000000000000002,-6.0,35,-0.6815205418937668,1.908446550774307,0.0,2.2179590157623332,3.6181338351936394,3.5287297542215765,3.5287297542215765,-2771.3054521632243,-4150.8193744983055,-3378.545361001343
52,B2RXH2_3_1__Q96JM2_56_73,B2RXH2_3_1,28,6,17.930826443840086,0.21428571428571427,1.4537900221997135,3.7554798747773206,Q96JM2_56_73,18,-5,5.5714344633711335,-0.2777777777777778,1.4462646028851465,1.5525043938533896,0.47495539778126317,0.30952413685395186,12.765,0.5,30,-0.03174603174603176,-4.5,46,-0.6557227196055713,1.4500273125424301,0.0,2.653992134315355,3.249944389323978,3.0960405563174116,3.0960405563174116,-1059.088324625406,-1778.0517189373647,-1247.500005808098
