qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qprot	sprot
Q15911_1	Q15911_2	100.0	39	0	0	1	39	17	55	5.39e-21	77.4	39	59	Q15911	Q15911
Q16254_1	Q16254_1	100.0	41	0	0	1	41	27	67	2.5299999999999997e-23	84.6	41	68	Q16254	Q16254
Q16665_1	Q16665_3	100.0	39	0	0	1	39	27	65	1.2200000000000001e-21	80.8	39	87	Q16665	Q16665
Q2KHR2_1	Q2KHR2_1	100.0	42	0	0	1	42	8	49	7.859999999999999e-24	85.9	42	65	Q2KHR2	Q2KHR2
Q3SY52_1	Q3SY52_1	100.0	39	0	0	1	39	2	40	1.3e-22	80.4	39	46	Q3SY52	Q3SY52
Q5TGY3_1	Q5TGY3_1	100.0	39	0	0	1	39	8	46	4.12e-19	73.2	39	78	Q5TGY3	Q5TGY3
Q6NT04_1	Q6NT04_1	100.0	39	0	0	1	39	9	47	3.21e-22	80.0	39	50	Q6NT04	Q6NT04
Q6P1N0_1	Q6P1N0_1	100.0	39	0	0	1	39	8	46	1.08e-20	75.7	39	50	Q6P1N0	Q6P1N0
Q6P280_1	Q6P280_1	100.0	40	0	0	1	40	4	43	1.6999999999999997e-23	84.6	40	65	Q6P280	Q6P280
Q6R2W3_1	Q6R2W3_1	100.0	46	0	0	1	46	9	54	2.2799999999999998e-24	90.1	46	137	Q6R2W3	Q6R2W3
Q6ZRS2_1	Q6ZRS2_2	100.0	48	0	0	1	48	2	49	1.39e-26	94.0	58	49	Q6ZRS2	Q6ZRS2
Q6ZSZ6_1	Q6ZSZ6_1	100.0	38	0	0	1	38	8	45	2.75e-20	74.4	38	46	Q6ZSZ6	Q6ZSZ6
Q6ZV50_1	Q6ZV50_1	100.0	56	0	0	1	56	2	57	3.16e-35	118.0	56	73	Q6ZV50	Q6ZV50
Q7RTS3_1	Q7RTS3_1	100.0	74	0	0	1	74	1	74	4.3599999999999996e-45	147.0	74	75	Q7RTS3	Q7RTS3
Q7Z340_1	Q7Z340_1	100.0	38	0	0	1	38	3	40	8.459999999999999e-23	82.1	38	57	Q7Z340	Q7Z340
Q7Z3V5_1	Q7Z3V5_1	100.0	38	0	0	1	38	1	38	1.06e-22	80.4	38	42	Q7Z3V5	Q7Z3V5
Q7Z7K2_1	Q7Z7K2_1	100.0	38	0	0	1	38	16	53	9.68e-21	76.1	38	55	Q7Z7K2	Q7Z7K2
Q86UP3_1	Q86UP3_1	100.0	43	0	0	5	47	1	43	9.36e-24	84.6	47	46	Q86UP3	Q86UP3
Q86UP3_2	Q86UP3_3	100.0	39	0	0	1	39	9	47	2.7800000000000003e-21	77.8	39	53	Q86UP3	Q86UP3
Q86UZ6_1	Q86UZ6_1	100.0	16	0	0	28	43	1	16	0.000565	29.1	43	39	Q86UZ6	Q86UZ6
Q86W11_1	Q86W11_1	100.0	43	0	0	1	43	90	132	4.34e-22	82.9	43	155	Q86W11	Q86W11
Q8IUM7_1	Q8IUM7_1	100.0	105	0	0	1	105	6	110	2.54e-67	215.0	105	125	Q8IUM7	Q8IUM7
Q8IUX7_1	Q8IUX7_1	100.0	42	0	0	1	42	5	46	9.249999999999999e-23	82.5	42	58	Q8IUX7	Q8IUX7
Q8IUX7_2	Q8IUX7_2	100.0	49	0	0	1	49	4	52	1.7000000000000001e-29	100.0	49	53	Q8IUX7	Q8IUX7
Q8IUX7_3	Q8IUX7_3	100.0	75	0	0	1	75	2	76	2.3099999999999998e-39	132.0	75	76	Q8IUX7	Q8IUX7
Q8IWI9_1	Q8IWI9_4	100.0	130	0	0	1	130	8	137	4.72e-82	261.0	130	155	Q8IWI9	Q8IWI9
Q8IWY8_1	Q8IWY8_1	100.0	38	0	0	1	38	6	43	9.910000000000001e-21	75.7	38	48	Q8IWY8	Q8IWY8
Q8IX15_1	Q8IX15_1	100.0	39	0	0	1	39	7	45	9.42e-21	75.7	40	45	Q8IX15	Q8IX15
Q8IY51_1	Q8IY51_1	100.0	47	0	0	1	47	7	53	4e-25	91.8	47	101	Q8IY51	Q8IY51
Q8N587_1	Q8N587_1	100.0	40	0	0	1	40	10	49	1.04e-22	82.5	40	64	Q8N587	Q8N587
Q8N7M2_1	Q8N7M2_1	100.0	39	0	0	1	39	11	49	8.15e-23	82.1	39	54	Q8N7M2	Q8N7M2
Q8N8E2_1	Q8N8E2_1	100.0	73	0	0	1	73	5	77	4.7399999999999996e-42	139.0	73	77	Q8N8E2	Q8N8E2
Q8NCP5_1	Q8NCP5_1	100.0	45	0	0	1	45	1	45	3.37e-26	91.8	45	54	Q8NCP5	Q8NCP5
Q8NEP9_1	Q8NEP9_1	100.0	39	0	0	1	39	7	45	9.64e-22	78.7	39	48	Q8NEP9	Q8NEP9
Q8NF99_1	Q8NF99_1	100.0	47	0	0	1	47	8	54	4.09e-26	93.1	47	72	Q8NF99	Q8NF99
Q8NFU7_1	Q8NFU7_2	100.0	41	0	0	1	41	2	42	1.81e-22	80.8	41	50	Q8NFU7	Q8NFU7
Q8WTR7_1	Q8WTR7_1	100.0	128	0	0	1	128	1	128	3.43e-82	261.0	128	152	Q8WTR7	Q8WTR7
Q8WW38_1	Q8WW38_1	100.0	52	0	0	1	52	1	52	3.24e-30	102.0	52	53	Q8WW38	Q8WW38
Q8WY36_1	Q8WY36_1	100.0	44	0	0	1	44	2	45	4.92e-17	66.4	46	45	Q8WY36	Q8WY36
Q8WYA1_1	Q8WYA1_1	100.0	49	0	0	1	49	20	68	4.0000000000000003e-29	101.0	49	68	Q8WYA1	Q8WYA1
Q8WYN3_1	Q8WYN3_1	100.0	44	0	0	1	44	11	54	5.73e-25	88.4	44	57	Q8WYN3	Q8WYN3
Q92949_1	Q92949_2	100.0	114	0	0	1	114	4	117	1.96e-72	230.0	114	122	Q92949	Q92949
Q96AP4_1	Q96AP4_1	100.0	38	0	0	1	38	2	39	8.75e-22	80.0	38	66	Q96AP4	Q96AP4
Q96BA8_1	Q96BA8_1	100.0	75	0	0	1	75	2	76	1.02e-44	147.0	75	87	Q96BA8	Q96BA8
Q96HQ0_1	Q96HQ0_1	100.0	38	0	0	1	38	6	43	6.02e-22	79.1	38	49	Q96HQ0	Q96HQ0
Q96JG9_1	Q96JG9_2	100.0	46	0	0	1	46	15	60	8.290000000000001e-26	92.3	46	72	Q96JG9	Q96JG9
Q96LU7_1	Q96LU7_1	100.0	40	0	0	1	40	4	43	4.1800000000000005e-21	76.6	40	45	Q96LU7	Q96LU7
Q96LW9_1	Q96LW9_1	100.0	39	0	0	1	39	10	48	9.000000000000001e-21	76.6	39	56	Q96LW9	Q96LW9
Q96MM3_1	Q96MM3_1	100.0	38	0	0	1	38	7	44	1.1e-21	78.3	38	50	Q96MM3	Q96MM3
Q96MU6_1	Q96MU6_1	100.0	45	0	0	1	45	21	65	1.47e-26	93.5	45	65	Q96MU6	Q96MU6
Q96MW7_1	Q96MW7_1	100.0	65	0	0	1	65	1	65	8.75e-39	130.0	65	85	Q96MW7	Q96MW7
Q96PN7_1	Q96PN7_1	100.0	44	0	0	1	44	14	57	1.18e-21	79.5	44	57	Q96PN7	Q96PN7
Q96QS3_1	Q96QS3_1	100.0	26	0	0	21	46	7	32	0.12	22.7	48	91	Q96QS3	Q96QS3
Q96QS3_1	Q96QS3_1	43.75	32	11	2	7	31	58	89	543.0	11.2	48	91	Q96QS3	Q96QS3
Q96S65_1	Q96S65_2	100.0	51	0	0	1	51	15	65	5.73e-29	102.0	51	77	Q96S65	Q96S65
Q99607_1	Q99607_1	100.0	40	0	0	1	40	18	57	7.61e-23	84.6	40	117	Q99607	Q99607
Q9BQA5_1	Q9BQA5_1	100.0	64	0	0	1	64	15	78	3.1400000000000003e-37	129.0	64	147	Q9BQA5	Q9BQA5
Q9BVI0_1	Q9BVI0_2	100.0	46	0	0	1	46	2	47	9.28e-21	77.8	55	47	Q9BVI0	Q9BVI0
Q9BVI0_2	Q9BVI0_3	100.0	39	0	0	1	39	3	41	1.29e-22	81.2	39	52	Q9BVI0	Q9BVI0
Q9BYE7_1	Q9BYE7_1	100.0	65	0	0	1	65	17	81	2.6300000000000002e-33	116.0	65	84	Q9BYE7	Q9BYE7
Q9H0D2_1	Q9H0D2_1	100.0	38	0	0	1	38	21	58	3.83e-19	72.3	38	61	Q9H0D2	Q9H0D2
Q9H175_1	Q9H175_1	100.0	43	0	0	1	43	3	45	1.62e-24	86.7	43	50	Q9H175	Q9H175
Q9H175_1	Q9H175_3	33.333	21	14	0	15	35	16	36	14.0	15.9	43	58	Q9H175	Q9H175
Q9H2A3_1	Q9H2A3_1	100.0	41	0	0	1	41	3	43	1.24e-19	73.2	41	49	Q9H2A3	Q9H2A3
Q9H582_1	Q9H582_2	100.0	93	0	0	4	96	1	93	6.729999999999999e-60	191.0	96	95	Q9H582	Q9H582
Q9NQX1_1	Q9NQX1_1	100.0	39	0	0	1	39	11	49	5.84e-21	77.8	50	49	Q9NQX1	Q9NQX1
Q9NQX1_1	Q9NQX1_1	43.75	16	9	0	35	50	3	18	37.0	15.1	50	49	Q9NQX1	Q9NQX1
Q9NRM2_1	Q9NRM2_1	100.0	61	0	0	1	61	3	63	7.44e-38	127.0	61	78	Q9NRM2	Q9NRM2
Q9NRM2_2	Q9NRM2_2	100.0	43	0	0	1	43	5	47	3.25e-25	88.9	43	54	Q9NRM2	Q9NRM2
Q9NS37_1	Q9NS37_1	100.0	58	0	0	1	58	3	60	3.62e-33	114.0	58	83	Q9NS37	Q9NS37
Q9P0U4_1	Q9P0U4_1	100.0	53	0	0	1	53	8	60	3.34e-31	106.0	53	60	Q9P0U4	Q9P0U4
Q9UBX2_1	Q9UBX2_1	100.0	58	0	0	1	58	2	59	3.79e-29	101.0	58	59	Q9UBX2	Q9UBX2
Q9UC06_1	Q9UC06_1	100.0	42	0	0	1	42	6	47	1.6099999999999998e-24	86.7	42	53	Q9UC06	Q9UC06
Q9UGL1_1	Q9UGL1_1	100.0	40	0	0	1	40	6	45	2.5900000000000003e-21	77.8	40	53	Q9UGL1	Q9UGL1
Q9UID6_1	Q9UID6_1	100.0	39	0	0	1	39	18	56	2.2100000000000003e-21	79.1	39	67	Q9UID6	Q9UID6
Q9UIF9_1	Q9UIF9_1	100.0	38	0	0	1	38	30	67	2.22e-20	77.4	38	157	Q9UIF9	Q9UIF9
Q9UIH9_1	Q9UIH9_1	100.0	39	0	0	1	39	7	45	5.27e-22	80.4	39	64	Q9UIH9	Q9UIH9
Q9ULJ3_1	Q9ULJ3_1	100.0	39	0	0	1	39	6	44	1.02e-20	76.1	39	51	Q9ULJ3	Q9ULJ3
Q9UMN6_1	Q9UMN6_1	100.0	41	0	0	1	41	15	55	1.36e-22	82.1	41	62	Q9UMN6	Q9UMN6
Q9Y2N7_1	Q9Y2N7_1	100.0	47	0	0	1	47	20	66	6.6e-27	95.2	47	70	Q9Y2N7	Q9Y2N7
Q9Y330_1	Q9Y330_1	100.0	48	0	0	1	48	4	51	8.97e-25	88.0	48	52	Q9Y330	Q9Y330
Q9Y4A8_1	Q9Y4A8_1	100.0	53	0	0	1	53	9	61	4.98e-30	104.0	53	69	Q9Y4A8	Q9Y4A8
Q9Y4E5_1	Q9Y4E5_2	100.0	38	0	0	1	38	10	47	7.709999999999999e-23	81.2	38	49	Q9Y4E5	Q9Y4E5
Q9Y5A6_1	Q9Y5A6_1	100.0	47	0	0	1	47	8	54	6.75e-26	91.8	47	62	Q9Y5A6	Q9Y5A6
