qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qprot	sprot
P49715_1	P49715_3	100.0	15	0	0	27	41	1	15	2.06e-05	33.3	41	26	P49715	P49715
P49716_1	P49716_1	100.0	29	0	0	1	29	8	36	2.01e-14	59.2	45	36	P49716	P49716
P50549_1	P50549_1	100.0	53	0	0	1	53	34	86	1.0100000000000001e-31	113.0	53	182	P50549	P50549
P51692_1	P51692_1	100.0	32	0	0	12	43	1	32	1.01e-18	70.2	43	33	P51692	P51692
P52630_1	P52630_1	100.0	84	0	0	5	88	1	84	1.2399999999999999e-45	157.0	88	152	P52630	P52630
P54821_1	P54821_2	100.0	33	0	0	8	40	1	33	3.41e-17	66.0	40	34	P54821	P54821
P57073_1	P57073_1	100.0	45	0	0	1	45	31	75	1.8800000000000002e-27	97.3	46	75	P57073	P57073
P78545_1	P78545_1	100.0	31	0	0	2	32	1	31	2e-16	64.7	52	31	P78545	P78545
P98177_1	P98177_1	100.0	35	0	0	8	42	1	35	2.93e-18	68.9	42	35	P98177	P98177
Q00613_1	Q00613_2	100.0	51	0	0	1	51	33	83	2.14e-28	102.0	51	91	Q00613	Q00613
Q00613_1	Q00613_2	62.5	8	3	0	44	51	4	11	838.0	11.7	51	91	Q00613	Q00613
Q01094_1	Q01094_1	100.0	59	0	0	10	68	1	59	3.27e-34	116.0	68	59	Q01094	Q01094
Q03933_1	Q03933_1	100.0	35	0	0	1	35	53	87	4.71e-17	71.0	64	87	Q03933	Q03933
Q03933_2	Q03933_2	100.0	51	0	0	1	51	1	51	2.89e-28	99.5	51	65	Q03933	Q03933
Q04206_1	Q04206_1	100.0	17	0	0	40	56	1	17	1.55e-06	38.4	56	52	Q04206	Q04206
Q06945_1	Q06945_1	100.0	50	0	0	41	90	1	50	5.09e-29	104.0	90	53	Q06945	Q06945
Q10587_1	Q10587_1	100.0	41	0	0	1	41	42	82	2.1699999999999998e-23	87.2	41	117	Q10587	Q10587
Q12772_1	Q12772_1	100.0	58	0	0	1	58	2	59	1.55e-33	116.0	58	94	Q12772	Q12772
Q12778_1	Q12778_1	100.0	50	0	0	1	50	11	60	4.96e-30	104.0	50	74	Q12778	Q12778
Q13469_1	Q13469_1	100.0	39	0	0	1	39	28	66	1.2800000000000001e-21	81.7	39	142	Q13469	Q13469
Q13568_1	Q13568_1	43.75	16	9	0	1	16	18	33	17.0	16.8	47	80	Q13568	Q13568
Q14209_1	Q14209_1	100.0	51	0	0	1	51	7	57	4.73e-29	100.0	51	57	Q14209	Q14209
Q14494_1	Q14494_1	100.0	120	0	0	56	175	1	120	2.78e-75	247.0	175	143	Q14494	Q14494
Q14653_1	Q14653_1	100.0	22	0	0	20	41	1	22	1.29e-09	47.3	41	294	Q14653	Q14653
Q14872_1	Q14872_3	41.176	17	10	0	32	48	56	72	26.0	16.3	54	115	Q14872	Q14872
Q14934_1	Q14934_1	100.0	47	0	0	1	47	1	47	7.850000000000001e-26	95.2	47	217	Q14934	Q14934
Q14934_2	Q14934_1	100.0	42	0	0	1	42	166	207	2.51e-21	81.2	42	217	Q14934	Q14934
Q15329_1	Q15329_1	100.0	48	0	0	1	48	75	122	2.05e-28	102.0	48	125	Q15329	Q15329
Q15596_2	Q15596_1	100.0	72	0	0	1	72	48	119	4.2e-43	146.0	72	122	Q15596	Q15596
Q15744_1	Q15744_1	100.0	48	0	0	1	48	17	64	4.92e-28	99.0	51	64	Q15744	Q15744
Q15788_1	Q15788_3	100.0	34	0	0	1	34	76	109	4.66e-18	71.0	38	109	Q15788	Q15788
Q15788_1	Q15788_1	41.176	17	10	0	12	28	36	52	57.0	14.6	38	93	Q15788	Q15788
Q15788_1	Q15788_1	43.478	23	8	1	15	37	32	49	374.0	12.1	38	93	Q15788	Q15788
Q16236_1	Q16236_2	100.0	19	0	0	22	40	1	19	2.09e-08	42.6	128	19	Q16236	Q16236
Q16254_1	Q16254_1	100.0	49	0	0	20	68	1	49	1.17e-28	101.0	68	54	Q16254	Q16254
Q16534_1	Q16534_1	100.0	13	0	0	25	37	1	13	6.15e-05	31.2	64	13	Q16534	Q16534
Q16665_3	Q16665_1	100.0	45	0	0	24	68	1	45	1.09e-25	94.0	87	45	Q16665	Q16665
Q3C1V8_1	Q3C1V8_1	100.0	38	0	0	1	38	3	40	6.110000000000001e-21	76.1	38	40	Q3C1V8	Q3C1V8
Q68CJ9_1	Q68CJ9_1	100.0	47	0	0	1	47	54	100	7.039999999999999e-24	89.7	47	149	Q68CJ9	Q68CJ9
Q6ZRS2_1	Q6ZRS2_1	100.0	42	0	0	1	42	101	142	1.5800000000000001e-21	82.1	42	1248	Q6ZRS2	Q6ZRS2
Q6ZRS2_1	Q6ZRS2_1	54.286	35	14	1	5	39	219	251	0.016	26.1	42	1248	Q6ZRS2	Q6ZRS2
Q6ZRS2_1	Q6ZRS2_1	37.037	27	11	2	8	29	618	643	511.0	12.1	42	1248	Q6ZRS2	Q6ZRS2
Q6ZRS2_2	Q6ZRS2_1	100.0	49	0	0	1	49	216	264	3.8e-27	99.5	49	1248	Q6ZRS2	Q6ZRS2
Q6ZRS2_3	Q6ZRS2_2	100.0	77	0	0	1	77	32	108	3.9e-43	150.0	77	656	Q6ZRS2	Q6ZRS2
Q6ZRS2_3	Q6ZRS2_2	35.484	31	20	0	25	55	508	538	10.0	18.5	77	656	Q6ZRS2	Q6ZRS2
Q70SY1_1	Q70SY1_1	100.0	55	0	0	1	55	5	59	5.02e-33	112.0	55	60	Q70SY1	Q70SY1
Q7RTS3_1	Q7RTS3_1	100.0	42	0	0	1	42	2	43	6.95e-22	82.5	75	43	Q7RTS3	Q7RTS3
Q7RTS3_1	Q7RTS3_2	100.0	25	0	0	42	66	1	25	1.03e-11	55.4	75	68	Q7RTS3	Q7RTS3
Q8IUM7_1	Q8IUM7_1	100.0	125	0	0	1	125	82	206	4.6700000000000004e-79	257.0	125	206	Q8IUM7	Q8IUM7
Q8NFU7_2	Q8NFU7_1	56.25	16	6	1	36	50	54	69	41.0	15.5	50	224	Q8NFU7	Q8NFU7
Q8WYP5_2	Q8WYP5_1	100.0	147	0	0	1	147	34	180	1.43e-93	303.0	147	254	Q8WYP5	Q8WYP5
Q96BA8_1	Q96BA8_1	100.0	50	0	0	1	50	11	60	3.5200000000000004e-26	97.3	87	60	Q96BA8	Q96BA8
Q96N77_2	Q96N77_1	100.0	24	0	0	18	41	1	24	3.28e-11	51.5	41	92	Q96N77	Q96N77
Q96S65_3	Q96S65_1	100.0	51	0	0	1	51	42	92	2.03e-28	102.0	51	92	Q96S65	Q96S65
Q99607_1	Q99607_1	100.0	85	0	0	1	85	2	86	1.04e-53	177.0	117	86	Q99607	Q99607
Q99814_2	Q99814_1	100.0	76	0	0	1	76	6	81	7.110000000000001e-47	159.0	76	159	Q99814	Q99814
Q9BT81_1	Q9BT81_1	100.0	41	0	0	1	41	44	84	6.329999999999999e-24	88.4	41	126	Q9BT81	Q9BT81
Q9NS37_1	Q9NS37_1	100.0	30	0	0	11	40	1	30	1.01e-13	58.7	83	30	Q9NS37	Q9NS37
Q9P0U4_1	Q9P0U4_1	100.0	59	0	0	1	59	7	65	7.42e-35	118.0	60	65	Q9P0U4	Q9P0U4
Q9UBX2_1	Q9UBX2_1	100.0	59	0	0	1	59	41	99	2.1000000000000002e-29	106.0	59	99	Q9UBX2	Q9UBX2
Q9Y222_1	Q9Y222_1	43.478	23	12	1	8	30	21	42	10.0	17.2	49	86	Q9Y222	Q9Y222
Q9Y2G1_1	Q9Y2G1_1	100.0	43	0	0	1	43	8	50	9.54e-26	90.6	44	50	Q9Y2G1	Q9Y2G1
Q9Y2N7_1	Q9Y2N7_1	100.0	35	0	0	33	67	1	35	3.27e-18	71.5	70	35	Q9Y2N7	Q9Y2N7
Q9Y4A8_1	Q9Y4A8_1	100.0	33	0	0	1	33	70	102	7.41e-17	71.0	69	102	Q9Y4A8	Q9Y4A8
Q9Y5W3_1	Q9Y5W3_1	100.0	46	0	0	1	46	26	71	7.36e-25	91.4	46	89	Q9Y5W3	Q9Y5W3
Q9Y6Q9_1	Q9Y6Q9_1	100.0	40	0	0	1	40	167	206	2.69e-36	124.0	40	804	Q9Y6Q9	Q9Y6Q9
Q9Y6Q9_2	Q9Y6Q9_1	100.0	41	0	0	1	41	413	453	2.48e-22	84.2	41	804	Q9Y6Q9	Q9Y6Q9
Q9Y6Q9_2	Q9Y6Q9_1	50.0	10	5	0	25	34	65	74	249.0	12.9	41	804	Q9Y6Q9	Q9Y6Q9
