A6NHT5:163_180	Q96LX8_1	50.000	12	6	0	5	16	30	41	38	13.4	18	49
A6NHT5:163_180	Q96BA8_1	62.500	8	3	0	3	10	63	70	39	13.4	18	87
A6NHT5:163_180	Q96BA8_1	83.333	6	1	0	5	10	54	59	139	11.7	18	87
A6NHT5:163_180	O00409_1	53.333	15	6	1	4	18	21	34	46	12.9	18	59
A6NHT5:163_180	Q9H2S9_1	62.500	8	3	0	9	16	16	23	57	12.5	18	52
A6NHT5:163_180	Q9NRM2_1	45.455	11	6	0	7	17	18	28	66	12.5	18	78
A6NHT5:163_180	O43889_1	47.059	17	7	1	4	18	4	20	80	12.1	18	60
A6NHT5:163_180	Q9UJW8_1	60.000	10	4	0	6	15	35	44	112	11.7	18	44
A6NHT5:163_180	Q9UJW8_1	66.667	6	2	0	13	18	12	17	398	10.4	18	44
A6NHT5:163_180	O60663_1	75.000	8	2	0	5	12	22	29	114	11.7	18	39
A6NHT5:163_180	Q9Y4A8_1	50.000	12	6	0	4	15	17	28	116	11.7	18	69
A6NHT5:163_180	Q9Y2G1_1	37.500	16	10	0	2	17	13	28	124	11.7	18	44
A6NHT5:163_180	Q9NS37_1	57.143	7	3	0	5	11	39	45	127	11.7	18	83
A6NHT5:163_180	Q9UL36_2	29.412	17	12	0	2	18	21	37	138	11.7	18	39
A6NHT5:163_180	Q2KHR2_2	71.429	7	2	0	11	17	29	35	143	11.7	18	66
A8MUZ8:109_125	P17029_1	80.000	5	1	0	12	16	25	29	3.7	15.9	17	57
A8MUZ8:109_125	P49910_1	100.000	4	0	0	3	6	42	45	8.8	15.1	17	58
A8MUZ8:109_125	Q8WYP5_2	37.500	16	10	0	2	17	45	60	10	14.6	17	147
A8MUZ8:109_125	Q8WYP5_2	75.000	4	1	0	1	4	116	119	411	10.0	17	147
A8MUZ8:109_125	P15036_3	62.500	8	3	0	6	13	6	13	39	12.9	17	40
A8MUZ8:109_125	Q8TAQ5_1	36.364	11	7	0	5	15	8	18	42	12.9	17	84
A8MUZ8:109_125	Q9Y4A8_1	40.000	15	9	0	1	15	30	44	61	12.5	17	69
A8MUZ8:109_125	P51814_1	40.000	15	9	0	3	17	26	40	62	12.5	17	50
A8MUZ8:109_125	Q6R2W3_1	57.143	7	3	0	4	10	89	95	63	12.5	17	137
A8MUZ8:109_125	Q9Y2L8_1	100.000	3	0	0	15	17	23	25	67	12.5	17	124
A8MUZ8:109_125	Q9NS56_2	66.667	6	2	0	9	14	5	10	70	12.5	17	51
A8MUZ8:109_125	Q15424_1	80.000	5	1	0	4	8	84	88	86	12.1	17	141
A8MUZ8:109_125	Q15424_1	75.000	4	1	0	14	17	69	72	800	 9.1	17	141
A8MUZ8:109_125	Q14151_1	80.000	5	1	0	4	8	119	123	89	12.1	17	176
A8MUZ8:109_125	Q9NQX6_1	55.556	9	4	0	1	9	34	42	91	12.1	17	42
A8MUZ8:109_125	Q9H1K0_1	46.154	13	7	0	4	16	27	39	99	11.7	17	41
A8MUZ8:109_125	O15391_1	53.846	13	6	0	4	16	39	51	131	11.7	17	70
A8MUZ8:109_125	Q8WTR7_1	55.556	9	4	0	1	9	83	91	135	11.7	17	152
A8MUZ8:109_125	Q16236_1	46.154	13	7	0	4	16	89	101	144	11.2	17	128
A8MUZ8:109_125	P41161_2	62.500	8	3	0	9	16	23	30	149	11.2	17	61
A8MUZ8:109_125	O60678_1	46.154	13	7	0	5	17	6	18	151	11.2	17	149
A8MUZ8:109_125	O00716_1	80.000	5	1	0	4	8	14	18	170	11.2	17	61
A8MYZ6:430_473	A8MYZ6_2	100.000	44	0	0	1	44	9	52	7.04e-25	88.9	44	66
A8MYZ6:430_473	O43524_1	68.293	41	13	0	1	41	6	46	7.40e-15	60.9	44	54
A8MYZ6:430_473	Q12778_1	56.818	44	18	1	1	44	4	46	4.03e-11	50.3	44	50
A8MYZ6:430_473	P98177_1	54.762	42	17	2	1	41	2	42	1.07e-08	43.1	44	42
A8MYZ6:430_473	Q9BW11_1	27.273	33	17	1	17	42	31	63	4.0	17.6	44	65
A8MYZ6:430_473	Q9H0D2_1	33.333	27	18	0	11	37	16	42	13	16.3	44	61
A8MYZ6:430_473	Q7Z353_1	66.667	9	3	0	33	41	25	33	16	15.9	44	55
A8MYZ6:430_473	Q5VUA4_1	29.412	34	23	1	1	33	6	39	22	15.5	44	60
A8MYZ6:430_473	Q15047_2	34.783	23	14	1	15	36	1	23	28	15.1	44	50
A8MYZ6:430_473	P86452_2	29.032	31	17	1	2	32	3	28	29	15.1	44	39
A8MYZ6:430_473	P01106_1	34.483	29	13	1	8	30	20	48	34	14.6	44	49
A8MYZ6:430_473	Q96DT7_2	53.333	15	5	1	3	15	7	21	36	14.6	44	52
A8MYZ6:430_473	Q10587_1	40.000	25	12	2	20	44	1	22	46	14.2	44	41
A8MYZ6:430_473	Q494X3_1	27.778	18	13	0	24	41	26	43	48	14.2	44	44
A8MYZ6:430_473	Q9UDV6_1	100.000	4	0	0	5	8	86	89	48	14.6	44	135
A8MYZ6:430_473	P35716_3	55.556	18	7	1	6	22	6	23	50	14.2	44	52
A8MYZ6:430_473	P35713_1	50.000	14	7	0	6	19	30	43	51	14.2	44	44
A8MYZ6:430_473	Q9UGL1_1	42.105	19	8	1	26	44	26	41	53	14.2	44	53
A8MYZ6:430_473	Q9UGL1_1	31.579	38	19	2	5	42	23	53	783	10.4	44	53
A8MYZ6:430_473	Q16665_3	55.556	9	4	0	6	14	48	56	55	14.2	44	87
A8MYZ6:430_473	Q9H175_1	33.333	12	8	0	18	29	25	36	65	13.8	44	50
A8MYZ6:430_473	Q9H175_1	31.818	22	12	2	14	34	5	24	788	10.4	44	50
O00712:130_145	Q96SF7_1	50.000	14	7	0	1	14	8	21	5.6	15.5	16	41
O00712:130_145	Q8NA42_1	37.500	16	10	0	1	16	22	37	6.2	15.1	16	40
O00712:130_145	Q96AP4_1	100.000	4	0	0	12	15	4	7	6.5	15.1	16	66
O00712:130_145	Q6PG37_1	37.500	16	10	0	1	16	13	28	6.7	15.1	16	38
O00712:130_145	Q147U1_1	31.250	16	11	0	1	16	24	39	11	14.6	16	39
O00712:130_145	Q3KNS6_1	37.500	16	10	0	1	16	40	55	13	14.2	16	65
O00712:130_145	Q8IVP9_1	31.250	16	11	0	1	16	6	21	14	14.2	16	39
O00712:130_145	Q6P2D0_1	37.500	16	10	0	1	16	15	30	15	14.2	16	47
O00712:130_145	Q8NEK5_1	31.250	16	11	0	1	16	6	21	15	14.2	16	39
O00712:130_145	Q8N141_1	37.500	16	10	0	1	16	18	33	16	14.2	16	43
O00712:130_145	Q86XU0_1	31.250	16	11	0	1	16	13	28	17	13.8	16	47
O00712:130_145	Q9BWM5_1	31.250	16	11	0	1	16	6	21	22	13.8	16	39
O00712:130_145	Q7Z3V5_1	31.250	16	11	0	1	16	13	28	24	13.4	16	42
O00712:130_145	Q8IY51_1	50.000	12	6	0	1	12	14	25	27	13.4	16	101
O00712:130_145	Q68EA5_1	31.250	16	11	0	1	16	14	29	32	12.9	16	38
O00712:130_145	Q8NEP9_1	31.250	16	11	0	1	16	20	35	39	12.9	16	48
O00712:130_145	Q68DY9_1	31.250	16	11	0	1	16	37	52	43	12.9	16	117
O00712:130_145	Q6P9A3_1	31.250	16	11	0	1	16	6	21	48	12.5	16	39
O00712:130_145	O15516_1	50.000	12	6	0	2	13	21	32	49	12.5	16	39
O00712:130_145	Q16534_1	100.000	3	0	0	11	13	45	47	50	12.5	16	64
O14545:278_293	O14545_1	100.000	16	0	0	1	16	47	62	4.20e-07	35.4	16	77
O14545:278_293	O14545_2	31.250	16	11	0	1	16	7	22	19	13.8	16	43
O14545:278_293	O95125_2	80.000	5	1	0	1	5	141	145	30	13.4	16	175
O14545:278_293	O95125_2	100.000	3	0	0	10	12	92	94	44	12.9	16	175
O14545:278_293	Q8NEK5_1	54.545	11	5	0	1	11	27	37	63	12.5	16	39
O14545:278_293	Q86YF9_1	41.667	12	7	0	3	14	27	38	83	12.1	16	43
O14545:278_293	Q13127_1	57.143	7	3	0	3	9	21	27	86	12.1	16	53
O14545:278_293	Q99459_1	80.000	5	1	0	11	15	15	19	100	11.7	16	42
O14545:278_293	Q9Y4E5_2	57.143	7	2	1	10	15	19	25	103	11.7	16	49
O14545:278_293	P36402_1	45.455	11	6	0	3	13	1	11	120	11.7	16	48
O14545:278_293	Q8NFU7_2	37.500	16	10	0	1	16	11	26	131	11.2	16	50
O14545:278_293	O00409_1	66.667	6	2	0	1	6	25	30	134	11.2	16	59
O14545:278_293	Q5VVJ2_1	44.444	9	5	0	4	12	15	23	134	11.2	16	46
O14545:278_293	Q9Y2G1_1	80.000	5	1	0	4	8	11	15	151	11.2	16	44
O14545:278_293	Q14494_2	62.500	8	3	0	7	14	25	32	155	11.2	16	82
O14545:278_293	P86452_1	46.667	15	6	1	2	16	39	51	164	11.2	16	56
O14545:278_293	Q8N859_1	100.000	2	0	0	12	13	63	64	164	11.2	16	93
O14545:278_293	P19532_1	33.333	15	10	0	2	16	23	37	169	11.2	16	41
O14545:278_293	Q8IVP9_1	54.545	11	5	0	1	11	27	37	186	10.8	16	39
O14545:278_293	Q15424_1	38.462	13	8	0	1	13	6	18	214	10.8	16	141
O14545:278_293	Q9P2Z0_1	41.667	12	7	0	1	12	14	25	214	10.8	16	44
O14896:214_231	Q9H175_3	100.000	4	0	0	6	9	42	45	22	13.8	18	58
O14896:214_231	Q06945_1	57.143	7	3	0	12	18	50	56	28	13.8	18	90
O14896:214_231	Q9P2Z0_1	62.500	8	3	0	11	18	27	34	36	13.4	18	44
O14896:214_231	Q9HC44_1	60.000	5	2	0	8	12	85	89	39	13.4	18	94
O14896:214_231	Q8NCY6_1	71.429	7	2	0	8	14	7	13	46	12.9	18	105
O14896:214_231	Q16236_1	35.714	14	9	0	1	14	4	17	46	12.9	18	128
O14896:214_231	Q96JG9_1	55.556	9	4	0	8	16	10	18	47	12.9	18	53
O14896:214_231	Q9C0A1_1	80.000	5	0	1	9	13	29	32	52	12.9	18	57
O14896:214_231	Q01094_1	50.000	18	8	1	1	17	27	44	55	12.9	18	68
O14896:214_231	Q9Y2N7_1	100.000	5	0	0	11	15	31	35	55	12.9	18	70
O14896:214_231	Q16534_1	55.556	9	4	0	1	9	16	24	62	12.5	18	64
O14896:214_231	P41161_2	44.444	9	5	0	4	12	49	57	90	12.1	18	61
O14896:214_231	P35716_1	45.455	11	6	0	6	16	10	20	90	12.1	18	44
O14896:214_231	P17028_1	50.000	8	4	0	7	14	71	78	96	12.1	18	100
O14896:214_231	Q96JM7_1	62.500	8	3	0	8	15	32	39	112	11.7	18	40
O14896:214_231	Q9Y4A8_1	50.000	8	4	0	10	17	15	22	150	11.7	18	69
O14896:214_231	P43268_1	46.154	13	7	0	6	18	7	19	160	11.2	18	57
O14896:214_231	Q13129_2	45.455	11	6	0	3	13	41	51	167	11.2	18	57
O14896:214_231	P28324_1	54.545	11	5	0	5	15	2	12	192	11.2	18	40
O14896:214_231	P42229_1	44.444	9	5	0	9	17	34	42	224	10.8	18	44
O14948:55_81	O14948_1	100.000	27	0	0	1	27	26	52	9.06e-15	58.7	27	56
O14948:55_81	O75030_1	64.706	17	6	0	8	24	1	17	6.65e-04	27.8	27	40
O14948:55_81	P19532_1	50.000	18	9	0	7	24	4	21	0.003	25.7	27	41
O14948:55_81	Q9BQA5_1	66.667	6	2	0	9	14	105	110	25	14.6	27	147
O14948:55_81	O15015_2	43.750	16	7	1	5	20	10	23	41	13.8	27	112
O14948:55_81	O60284_1	38.462	26	16	0	2	27	3	28	47	13.8	27	50
O14948:55_81	Q8IVP9_1	31.818	22	14	1	1	21	7	28	63	13.4	27	39
O14948:55_81	Q96JG9_2	42.857	14	8	0	12	25	40	53	65	13.4	27	72
O14948:55_81	Q13129_2	71.429	7	2	0	15	21	10	16	69	12.9	27	57
O14948:55_81	O15060_1	50.000	10	5	0	5	14	38	47	81	12.9	27	54
O14948:55_81	Q13398_1	36.364	22	13	1	1	21	25	46	86	12.9	27	60
O14948:55_81	P62508_1	33.333	18	12	0	7	24	10	27	97	12.5	27	49
O14948:55_81	Q8NEK5_1	31.818	22	14	1	1	21	7	28	103	12.5	27	39
O14948:55_81	P04637_1	55.556	9	4	0	1	9	30	38	135	12.1	27	51
O14948:55_81	P04150_1	24.138	29	16	1	3	25	16	44	142	12.1	27	59
O14948:55_81	Q9UL58_1	100.000	5	0	0	8	12	28	32	155	12.1	27	39
O14948:55_81	Q9NRM2_1	71.429	7	2	0	6	12	68	74	174	12.1	27	78
O14948:55_81	Q96JG9_1	33.333	27	9	1	10	27	27	53	176	11.7	27	53
O14948:55_81	P35638_1	37.500	16	10	0	5	20	15	30	182	11.7	27	66
O14948:55_81	Q3ZCX4_1	50.000	10	5	0	18	27	7	16	187	11.7	27	112
O14978:14_29	Q15776_1	69.231	13	4	0	2	14	11	23	0.013	22.7	16	124
O14978:14_29	Q9Y2L8_1	66.667	15	4	1	1	14	16	30	0.037	21.4	16	124
O14978:14_29	Q01826_1	83.333	6	1	0	3	8	35	40	0.70	18.0	16	53
O14978:14_29	O60304_1	57.143	14	6	0	1	14	23	36	1.6	16.8	16	67
O14978:14_29	O95125_1	75.000	8	2	0	1	8	19	26	4.0	15.9	16	49
O14978:14_29	Q8NCY6_1	66.667	6	2	0	3	8	50	55	9.9	14.6	16	105
O14978:14_29	Q86W11_1	62.500	8	3	0	1	8	20	27	14	14.2	16	155
O14978:14_29	Q86W11_1	42.857	14	8	0	1	14	97	110	823	 9.1	16	155
O14978:14_29	Q86TJ5_1	100.000	5	0	0	11	15	15	19	19	13.8	16	53
O14978:14_29	O95125_2	83.333	6	1	0	5	10	74	79	22	13.8	16	175
O14978:14_29	Q8NI51_2	40.000	15	9	0	2	16	33	47	42	12.9	16	83
O14978:14_29	Q6P1N0_1	55.556	9	4	0	7	15	22	30	50	12.5	16	50
O14978:14_29	Q03164_3	66.667	6	2	0	11	16	10	15	52	12.5	16	46
O14978:14_29	Q03164_3	45.455	11	6	0	6	16	31	41	181	11.2	16	46
O14978:14_29	Q16649_1	44.444	9	5	0	7	15	25	33	95	11.7	16	38
O14978:14_29	O15353_1	57.143	7	3	0	10	16	49	55	112	11.7	16	64
O14978:14_29	Q9BX82_1	80.000	5	1	0	12	16	8	12	118	11.7	16	57
O14978:14_29	O43309_1	50.000	14	7	0	1	14	18	31	119	11.7	16	82
O14978:14_29	Q9Y5A6_1	80.000	5	1	0	10	14	26	30	132	11.2	16	62
O14978:14_29	A6NFI3_1	57.143	7	3	0	1	7	65	71	142	11.2	16	105
O14978:14_29	O15015_2	50.000	6	3	0	10	15	9	14	148	11.2	16	112
O14978:14_29	Q9C0G0_2	62.500	8	3	0	5	12	33	40	157	11.2	16	42
O15014:264_281	Q14494_1	100.000	4	0	0	9	12	158	161	8.0	15.1	18	175
O15014:264_281	Q86YE8_1	60.000	10	4	0	3	12	26	35	12	14.6	18	38
O15014:264_281	Q86YF9_1	46.667	15	8	0	3	17	22	36	21	13.8	18	43
O15014:264_281	O14545_1	36.364	11	7	0	8	18	49	59	22	13.8	18	77
O15014:264_281	Q96IT1_1	46.667	15	8	0	4	18	22	36	23	13.8	18	64
O15014:264_281	P98169_1	31.250	16	11	0	1	16	11	26	67	12.5	18	43
O15014:264_281	P10071_1	100.000	4	0	0	11	14	6	9	126	11.7	18	65
O15014:264_281	P18850_1	44.444	9	2	1	9	17	70	75	157	11.2	18	87
O15014:264_281	Q10587_1	66.667	6	2	0	1	6	32	37	175	11.2	18	41
O15014:264_281	Q9Y6Q9_1	83.333	6	1	0	7	12	28	33	275	10.8	18	40
O15014:264_281	Q96LU7_1	40.000	10	6	0	1	10	31	40	285	10.8	18	45
O15014:264_281	Q14494_2	36.364	11	7	0	1	11	26	36	344	10.4	18	82
O15014:264_281	P50553_1	57.143	7	3	0	12	18	26	32	423	10.0	18	39
O15014:264_281	Q8WTR7_1	44.444	9	1	1	9	13	136	144	471	10.0	18	152
O15014:264_281	P15036_1	44.444	9	5	0	3	11	24	32	544	10.0	18	40
O15014:264_281	P18848_1	57.143	7	3	0	2	8	67	73	800	 9.1	18	141
O15156:6_21	Q9H0D2_1	63.636	11	4	0	6	16	12	22	10	14.6	16	61
O15156:6_21	P04198_1	71.429	7	2	0	8	14	59	65	19	13.8	16	99
O15156:6_21	Q6ZRS2_2	66.667	6	2	0	10	15	16	21	30	13.4	16	49
O15156:6_21	Q12772_1	66.667	9	3	0	8	16	41	49	33	12.9	16	58
O15156:6_21	Q9UGL1_1	55.556	9	4	0	8	16	8	16	39	12.9	16	53
O15156:6_21	Q70SY1_1	55.556	9	4	0	8	16	28	36	57	12.5	16	55
O15156:6_21	Q8NCY6_1	50.000	12	6	0	4	15	1	12	75	12.1	16	105
O15156:6_21	Q8N1W2_1	50.000	8	4	0	8	15	18	25	86	12.1	16	39
O15156:6_21	Q15424_1	55.556	9	4	0	7	15	76	84	101	11.7	16	141
O15156:6_21	Q14151_1	55.556	9	4	0	7	15	111	119	113	11.7	16	176
O15156:6_21	Q8IWI9_4	100.000	5	0	0	12	16	19	23	122	11.7	16	155
O15156:6_21	O95125_2	50.000	10	5	0	6	15	88	97	131	11.7	16	175
O15156:6_21	Q16254_1	100.000	5	0	0	12	16	24	28	142	11.2	16	68
O15156:6_21	P41161_2	33.333	21	7	1	1	14	3	23	146	11.2	16	61
O15156:6_21	Q9UDV6_1	80.000	5	1	0	12	16	116	120	172	11.2	16	135
O15156:6_21	O60663_1	45.455	11	6	0	2	12	20	30	178	11.2	16	39
O15156:6_21	Q5VVJ2_1	45.455	11	6	0	6	16	27	37	181	11.2	16	46
O15156:6_21	Q9UID6_1	35.714	14	8	1	2	15	15	27	193	10.8	16	67
O15156:6_21	P17014_1	80.000	5	1	0	1	5	37	41	230	10.8	16	63
O15156:6_21	Q9HAZ2_2	57.143	7	3	0	10	16	25	31	240	10.8	16	40
O15156:301_316	O15156_1	100.000	16	0	0	1	16	21	36	3.67e-06	32.9	16	58
O15156:301_316	O15353_2	61.538	13	5	0	2	14	11	23	0.42	18.5	16	49
O15156:301_316	Q49AM1_1	50.000	14	7	0	1	14	20	33	3.1	15.9	16	41
O15156:301_316	Q9Y222_1	54.545	11	5	0	6	16	27	37	6.0	15.1	16	49
O15156:301_316	B1APH4_1	83.333	6	1	0	10	15	32	37	6.9	15.1	16	54
O15156:301_316	Q15596_2	50.000	12	6	0	2	13	48	59	12	14.6	16	72
O15156:301_316	Q96NZ1_1	35.714	14	9	0	2	15	10	23	13	14.2	16	57
O15156:301_316	Q03933_1	62.500	8	3	0	9	16	51	58	13	14.2	16	64
O15156:301_316	Q03933_1	57.143	7	3	0	8	14	32	38	374	10.0	16	64
O15156:301_316	Q9P0U4_1	72.727	11	2	1	5	14	19	29	26	13.4	16	60
O15156:301_316	P50553_1	55.556	9	4	0	4	12	16	24	47	12.5	16	39
O15156:301_316	Q96MX3_1	38.462	13	8	0	1	13	10	22	52	12.5	16	48
O15156:301_316	Q9BVI0_1	57.143	7	3	0	10	16	12	18	74	12.1	16	51
O15156:301_316	O43889_1	66.667	9	3	0	8	16	6	14	103	11.7	16	60
O15156:301_316	Q9C0K0_1	66.667	6	2	0	11	16	44	49	103	11.7	16	63
O15156:301_316	O95125_2	83.333	6	1	0	11	16	18	23	122	11.7	16	175
O15156:301_316	Q96S65_3	44.444	9	5	0	7	15	38	46	123	11.7	16	51
O15156:301_316	P49716_1	83.333	6	1	0	6	11	8	13	123	11.7	16	45
O15156:301_316	P49716_1	66.667	6	2	0	2	7	28	33	574	 9.5	16	45
O15156:301_316	Q9NR48_2	44.444	9	5	0	2	10	9	17	129	11.7	16	45
O15156:301_316	Q9NRM2_1	55.556	9	4	0	7	15	70	78	130	11.7	16	78
O15156:301_316	Q7Z353_1	30.769	13	9	0	1	13	25	37	137	11.2	16	55
O15391:19_38	O00409_1	53.846	13	6	0	4	16	26	38	12	14.6	20	59
O15391:19_38	Q15047_1	40.000	20	10	1	1	18	13	32	17	14.2	20	39
O15391:19_38	Q92782_1	57.143	14	5	1	5	18	33	45	24	13.8	20	47
O15391:19_38	P18850_1	46.154	13	7	0	1	13	75	87	32	13.8	20	87
O15391:19_38	P18850_1	33.333	18	12	0	3	20	67	84	238	11.2	20	87
O15391:19_38	Q13127_1	41.667	12	7	0	6	17	22	33	35	13.4	20	53
O15391:19_38	O95600_1	50.000	8	4	0	4	11	13	20	52	12.9	20	41
O15391:19_38	Q9UIF9_1	71.429	7	2	0	12	18	74	80	56	12.9	20	157
O15391:19_38	Q9P0U4_1	66.667	9	3	0	10	18	16	24	57	12.9	20	60
O15391:19_38	Q9H175_1	45.455	11	6	0	6	16	25	35	60	12.9	20	50
O15391:19_38	Q9H175_1	31.579	19	13	0	2	20	11	29	388	10.4	20	50
O15391:19_38	Q9Y4E5_2	62.500	8	3	0	1	8	21	28	75	12.5	20	49
O15391:19_38	Q9Y4A8_1	38.462	13	8	0	4	16	23	35	82	12.5	20	69
O15391:19_38	Q9Y2G1_1	62.500	8	3	0	1	8	6	13	84	12.5	20	44
O15391:19_38	Q6NUN9_1	31.818	22	8	1	6	20	23	44	87	12.1	20	44
O15391:19_38	P35716_1	55.556	9	4	0	12	20	12	20	160	11.7	20	44
O15391:19_38	Q8IUX7_1	62.500	8	3	0	9	16	36	43	216	11.2	20	58
O15391:19_38	Q9NP62_1	50.000	10	5	0	5	14	15	24	231	11.2	20	39
O15391:19_38	Q9BRR0_1	55.556	9	4	0	2	10	19	27	246	10.8	20	48
O15391:19_38	Q96BT3_1	100.000	4	0	0	9	12	31	34	250	10.8	20	42
O15391:19_38	Q96BT3_1	71.429	7	1	1	4	10	34	39	719	 9.5	20	42
O15391:19_38	P52746_1	45.455	11	6	0	2	12	29	39	256	10.8	20	103
O15391:19_38	Q9H1K0_1	29.412	17	12	0	1	17	24	40	263	10.8	20	41
O15391:98_116	O15391_1	100.000	19	0	0	1	19	36	54	1.16e-08	40.5	19	70
O15391:98_116	Q96DT7_2	50.000	14	7	0	4	17	25	38	4.5	15.9	19	52
O15391:98_116	Q9H175_2	55.556	9	4	0	4	12	60	68	20	14.2	19	77
O15391:98_116	Q03933_1	33.333	15	10	0	5	19	5	19	23	13.8	19	64
O15391:98_116	O14978_2	71.429	7	2	0	10	16	24	30	32	13.4	19	43
O15391:98_116	Q9UIF9_1	43.750	16	9	0	4	19	23	38	43	13.4	19	157
O15391:98_116	Q9UIF9_1	66.667	9	3	0	5	13	71	79	78	12.5	19	157
O15391:98_116	Q8NDW4_1	37.500	16	10	0	4	19	21	36	45	12.9	19	38
O15391:98_116	Q49AA0_1	41.176	17	10	0	1	17	22	38	49	12.9	19	74
O15391:98_116	Q96JG9_2	50.000	10	5	0	5	14	40	49	60	12.5	19	72
O15391:98_116	P51692_1	35.714	14	9	0	3	16	15	28	77	12.5	19	43
O15391:98_116	O60678_1	53.846	13	6	0	4	16	112	124	81	12.5	19	149
O15391:98_116	O60678_1	55.556	9	4	0	5	13	6	14	400	10.4	19	149
O15391:98_116	Q9H7R0_1	60.000	10	4	0	8	17	8	17	85	12.1	19	41
