qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qprot	sprot	short_cov
Q96MM3_1	Q96MM3_1	100.0	38.0	0	0	1	38	7	44	1.1e-21	78.3	38.0	50.0	Q96MM3	Q96MM3	1.0
Q96MU6_1	Q96MU6_1	100.0	45.0	0	0	1	45	21	65	1.47e-26	93.5	45.0	65.0	Q96MU6	Q96MU6	1.0
Q96MW7_1	Q96MW7_1	100.0	65.0	0	0	1	65	1	65	8.75e-39	130.0	65.0	85.0	Q96MW7	Q96MW7	1.0
Q96PN7_1	Q96PN7_1	100.0	44.0	0	0	1	44	14	57	1.18e-21	79.5	44.0	57.0	Q96PN7	Q96PN7	1.0
Q96S65_1	Q96S65_2	100.0	51.0	0	0	1	51	15	65	5.73e-29	102.0	51.0	77.0	Q96S65	Q96S65	1.0
Q99607_1	Q99607_1	100.0	40.0	0	0	1	40	18	57	7.61e-23	84.6	40.0	117.0	Q99607	Q99607	1.0
Q9BQA5_1	Q9BQA5_1	100.0	64.0	0	0	1	64	15	78	3.1400000000000003e-37	129.0	64.0	147.0	Q9BQA5	Q9BQA5	1.0
Q9BVI0_1	Q9BVI0_2	100.0	46.0	0	0	1	46	2	47	9.28e-21	77.8	55.0	47.0	Q9BVI0	Q9BVI0	0.9787234042553191
Q9BVI0_2	Q9BVI0_3	100.0	39.0	0	0	1	39	3	41	1.29e-22	81.2	39.0	52.0	Q9BVI0	Q9BVI0	1.0
Q9BYE7_1	Q9BYE7_1	100.0	65.0	0	0	1	65	17	81	2.6300000000000002e-33	116.0	65.0	84.0	Q9BYE7	Q9BYE7	1.0
Q9H0D2_1	Q9H0D2_1	100.0	38.0	0	0	1	38	21	58	3.83e-19	72.3	38.0	61.0	Q9H0D2	Q9H0D2	1.0
Q9H175_1	Q9H175_1	100.0	43.0	0	0	1	43	3	45	1.62e-24	86.7	43.0	50.0	Q9H175	Q9H175	1.0
Q9H2A3_1	Q9H2A3_1	100.0	41.0	0	0	1	41	3	43	1.24e-19	73.2	41.0	49.0	Q9H2A3	Q9H2A3	1.0
Q9H582_1	Q9H582_2	100.0	93.0	0	0	4	96	1	93	6.729999999999999e-60	191.0	96.0	95.0	Q9H582	Q9H582	0.9789473684210527
Q9NRM2_1	Q9NRM2_1	100.0	61.0	0	0	1	61	3	63	7.44e-38	127.0	61.0	78.0	Q9NRM2	Q9NRM2	1.0
Q9NRM2_2	Q9NRM2_2	100.0	43.0	0	0	1	43	5	47	3.25e-25	88.9	43.0	54.0	Q9NRM2	Q9NRM2	1.0
Q9NS37_1	Q9NS37_1	100.0	58.0	0	0	1	58	3	60	3.62e-33	114.0	58.0	83.0	Q9NS37	Q9NS37	1.0
Q9P0U4_1	Q9P0U4_1	100.0	53.0	0	0	1	53	8	60	3.34e-31	106.0	53.0	60.0	Q9P0U4	Q9P0U4	1.0
Q9UBX2_1	Q9UBX2_1	100.0	58.0	0	0	1	58	2	59	3.79e-29	101.0	58.0	59.0	Q9UBX2	Q9UBX2	1.0
Q9UC06_1	Q9UC06_1	100.0	42.0	0	0	1	42	6	47	1.6099999999999998e-24	86.7	42.0	53.0	Q9UC06	Q9UC06	1.0
Q9UGL1_1	Q9UGL1_1	100.0	40.0	0	0	1	40	6	45	2.5900000000000003e-21	77.8	40.0	53.0	Q9UGL1	Q9UGL1	1.0
Q9UID6_1	Q9UID6_1	100.0	39.0	0	0	1	39	18	56	2.2100000000000003e-21	79.1	39.0	67.0	Q9UID6	Q9UID6	1.0
Q9UIF9_1	Q9UIF9_1	100.0	38.0	0	0	1	38	30	67	2.22e-20	77.4	38.0	157.0	Q9UIF9	Q9UIF9	1.0
Q9UIH9_1	Q9UIH9_1	100.0	39.0	0	0	1	39	7	45	5.27e-22	80.4	39.0	64.0	Q9UIH9	Q9UIH9	1.0
Q9ULJ3_1	Q9ULJ3_1	100.0	39.0	0	0	1	39	6	44	1.02e-20	76.1	39.0	51.0	Q9ULJ3	Q9ULJ3	1.0
Q9UMN6_1	Q9UMN6_1	100.0	41.0	0	0	1	41	15	55	1.36e-22	82.1	41.0	62.0	Q9UMN6	Q9UMN6	1.0
Q9Y2N7_1	Q9Y2N7_1	100.0	47.0	0	0	1	47	20	66	6.6e-27	95.2	47.0	70.0	Q9Y2N7	Q9Y2N7	1.0
Q9Y330_1	Q9Y330_1	100.0	48.0	0	0	1	48	4	51	8.97e-25	88.0	48.0	52.0	Q9Y330	Q9Y330	1.0
Q9Y4A8_1	Q9Y4A8_1	100.0	53.0	0	0	1	53	9	61	4.98e-30	104.0	53.0	69.0	Q9Y4A8	Q9Y4A8	1.0
Q9Y4E5_1	Q9Y4E5_2	100.0	38.0	0	0	1	38	10	47	7.709999999999999e-23	81.2	38.0	49.0	Q9Y4E5	Q9Y4E5	1.0
Q9Y5A6_1	Q9Y5A6_1	100.0	47.0	0	0	1	47	8	54	6.75e-26	91.8	47.0	62.0	Q9Y5A6	Q9Y5A6	1.0
